queryUsed,noticeId,tenderRef,title,buyer,publicationDate,lifecycleStage,noticeUrl,documentUrl,matchedEvidence,evidenceLocation,proposedDecision,reason
buyer+area:Sykehusinnkjøp+oncology,779954-2023,,Norway-Vadsø: CT scanners,SYKEHUSINNKJØP HF,2023-12-22,award,https://ted.europa.eu/en/notice/-/detail/779954-2023,https://ted.europa.eu/en/notice/-/detail/779954-2023,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,632986-2023,,Norway-Vadsø: Pharmaceutical products,SYKEHUSINNKJØP HF,2023-10-19,pin-only,https://ted.europa.eu/en/notice/-/detail/632986-2023,https://ted.europa.eu/en/notice/-/detail/632986-2023,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,477933-2023,,Norway-Vadsø: CT scanners,SYKEHUSINNKJØP HF,2023-08-07,award,https://ted.europa.eu/en/notice/-/detail/477933-2023,https://ted.europa.eu/en/notice/-/detail/477933-2023,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,474223-2023,,Norway-Vadsø: CT scanners,SYKEHUSINNKJØP HF,2023-08-04,competition,https://ted.europa.eu/en/notice/-/detail/474223-2023,https://ted.europa.eu/en/notice/-/detail/474223-2023,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,426225-2023,,Norway-Vadsø: CT scanners,SYKEHUSINNKJØP HF,2023-07-14,competition,https://ted.europa.eu/en/notice/-/detail/426225-2023,https://ted.europa.eu/en/notice/-/detail/426225-2023,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,422762-2023,,Norway-Vadsø: CT scanners,SYKEHUSINNKJØP HF,2023-07-12,award,https://ted.europa.eu/en/notice/-/detail/422762-2023,https://ted.europa.eu/en/notice/-/detail/422762-2023,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,412320-2023,,Norway-Vadsø: Supply services of personnel including temporary staff,SYKEHUSINNKJØP HF,2023-07-07,pin-only,https://ted.europa.eu/en/notice/-/detail/412320-2023,https://ted.europa.eu/en/notice/-/detail/412320-2023,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,404038-2023,,Norway-Vadsø: Magnetic resonance scanners,SYKEHUSINNKJØP HF,2023-07-05,award,https://ted.europa.eu/en/notice/-/detail/404038-2023,https://ted.europa.eu/en/notice/-/detail/404038-2023,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,399305-2023,,Norway-Vadsø: CT scanners,SYKEHUSINNKJØP HF,2023-07-04,award,https://ted.europa.eu/en/notice/-/detail/399305-2023,https://ted.europa.eu/en/notice/-/detail/399305-2023,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,396019-2023,,Norway-Vadsø: Medical information systems,SYKEHUSINNKJØP HF,2023-07-03,competition,https://ted.europa.eu/en/notice/-/detail/396019-2023,https://ted.europa.eu/en/notice/-/detail/396019-2023,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,313874-2023,,Norway-Vadsø: Pharmaceutical products,SYKEHUSINNKJØP HF,2023-05-26,corrigendum,https://ted.europa.eu/en/notice/-/detail/313874-2023,https://ted.europa.eu/en/notice/-/detail/313874-2023,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,295678-2023,,Norway-Vadsø: Pharmaceutical products,SYKEHUSINNKJØP HF,2023-05-19,competition,https://ted.europa.eu/en/notice/-/detail/295678-2023,https://ted.europa.eu/en/notice/-/detail/295678-2023,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,254491-2023,,Norway-Vadsø: CT scanners,SYKEHUSINNKJØP HF,2023-04-28,competition,https://ted.europa.eu/en/notice/-/detail/254491-2023,https://ted.europa.eu/en/notice/-/detail/254491-2023,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,225451-2023,,Norway-Vadsø: CT scanners,SYKEHUSINNKJØP HF,2023-04-17,competition,https://ted.europa.eu/en/notice/-/detail/225451-2023,https://ted.europa.eu/en/notice/-/detail/225451-2023,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,189919-2023,,Norway-Vadsø: Magnetic resonance scanners,SYKEHUSINNKJØP HF,2023-03-31,competition,https://ted.europa.eu/en/notice/-/detail/189919-2023,https://ted.europa.eu/en/notice/-/detail/189919-2023,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,189161-2023,,Norway-Vadsø: Medical equipments,SYKEHUSINNKJØP HF,2023-03-30,award,https://ted.europa.eu/en/notice/-/detail/189161-2023,https://ted.europa.eu/en/notice/-/detail/189161-2023,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,130232-2023,2022/1544,2307 Oncology,SYKEHUSINNKJØP HF,2023-03-03,competition,https://ted.europa.eu/en/notice/-/detail/130232-2023,https://permalink.mercell.com/197314815.aspx;https://ted.europa.eu/en/notice/-/detail/130232-2023,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,46677-2023,,Norway-Vadsø: Medical software package,SYKEHUSINNKJØP HF,2023-01-24,pin-only,https://ted.europa.eu/en/notice/-/detail/46677-2023,https://ted.europa.eu/en/notice/-/detail/46677-2023,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,13565-2023,2022/235,"Prior information notice: 2407 g and j, diverse chemotherapeutic tablets and insertion/injection",SYKEHUSINNKJØP HF,2023-01-09,prior_information,https://ted.europa.eu/en/notice/-/detail/13565-2023,https://permalink.mercell.com/189521024.aspx;https://ted.europa.eu/en/notice/-/detail/13565-2023,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,685382-2022,2022/230,Voluntary ex ante transparency notice: 2207j-1 Tilleggsavtale div. ureg L01DA01 Lyovac-Cosmegen fm,SYKEHUSINNKJØP HF,2022-12-09,V,https://ted.europa.eu/en/notice/-/detail/685382-2022,https://permalink.mercell.com/191804672.aspx;https://ted.europa.eu/en/notice/-/detail/685382-2022,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,679021-2022,,Norway-Vadsø: Medical equipments,SYKEHUSINNKJØP HF,2022-12-06,corrigendum,https://ted.europa.eu/en/notice/-/detail/679021-2022,https://ted.europa.eu/en/notice/-/detail/679021-2022,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,663698-2022,,Norway-Vadsø: Medical equipments,SYKEHUSINNKJØP HF,2022-11-29,competition,https://ted.europa.eu/en/notice/-/detail/663698-2022,https://ted.europa.eu/en/notice/-/detail/663698-2022,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,609395-2022,,Norway-Vadsø: Pharmaceutical products,SYKEHUSINNKJØP HF,2022-11-03,pin-only,https://ted.europa.eu/en/notice/-/detail/609395-2022,https://ted.europa.eu/en/notice/-/detail/609395-2022,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,366279-2022,,Norway-Vadsø: Magnetic resonance unit,SYKEHUSINNKJØP HF,2022-07-06,award,https://ted.europa.eu/en/notice/-/detail/366279-2022,https://ted.europa.eu/en/notice/-/detail/366279-2022,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,206111-2022,,Norway-Vadsø: Pharmaceutical products,SYKEHUSINNKJØP HF,2022-04-15,competition,https://ted.europa.eu/en/notice/-/detail/206111-2022,https://ted.europa.eu/en/notice/-/detail/206111-2022,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,196990-2022,2021/1727,LIS 2207 Oncology,SYKEHUSINNKJØP HF,2022-04-13,competition,https://ted.europa.eu/en/notice/-/detail/196990-2022,https://permalink.mercell.com/176511702.aspx;https://ted.europa.eu/en/notice/-/detail/196990-2022,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,658547-2021,,Norway-Vadsø: Biochemical analysers,SYKEHUSINNKJØP HF,2021-12-23,voluntary_ex_ante,https://ted.europa.eu/en/notice/-/detail/658547-2021,https://ted.europa.eu/en/notice/-/detail/658547-2021,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,540218-2021,2021/1727,LIS 2207 Oncology. Prior information notice,SYKEHUSINNKJØP HF,2021-10-22,prior_information,https://ted.europa.eu/en/notice/-/detail/540218-2021,https://permalink.mercell.com/165576108.aspx;https://ted.europa.eu/en/notice/-/detail/540218-2021,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,480395-2021,,Norway-Vadsø: Medical equipments,SYKEHUSINNKJØP HF,2021-09-23,award,https://ted.europa.eu/en/notice/-/detail/480395-2021,https://ted.europa.eu/en/notice/-/detail/480395-2021,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,462537-2021,2021/1470,Voluntary ex ante transparency notice - Additional contract (temporarily) Nexavar (Sorafenib),SYKEHUSINNKJØP HF,2021-09-13,V,https://ted.europa.eu/en/notice/-/detail/462537-2021,https://permalink.mercell.com/162989237.aspx;https://ted.europa.eu/en/notice/-/detail/462537-2021,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,290338-2021,,Norway-Vadsø: Magnetic resonance scanners,Sykehusinnkjøp HF,2021-06-09,pin-only,https://ted.europa.eu/en/notice/-/detail/290338-2021,https://ted.europa.eu/en/notice/-/detail/290338-2021,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,286171-2021,,Norway-Vadsø: CT scanners,Sykehusinnkjøp HF,2021-06-07,competition,https://ted.europa.eu/en/notice/-/detail/286171-2021,https://ted.europa.eu/en/notice/-/detail/286171-2021,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,190340-2021,,Norway-Vadsø: Magnetic resonance unit,Sykehusinnkjøp HF,2021-04-16,competition,https://ted.europa.eu/en/notice/-/detail/190340-2021,https://ted.europa.eu/en/notice/-/detail/190340-2021,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,135052-2021,2021/205,LIS 2107g 1 Various Non-parenteral Chemotherapeutic Agents,Sykehusinnkjøp HF,2021-03-18,competition,https://ted.europa.eu/en/notice/-/detail/135052-2021,https://permalink.mercell.com/151647056.aspx;https://ted.europa.eu/en/notice/-/detail/135052-2021,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,135053-2021,2020/1984,LIS 2107j-1 Kabazitaksel,Sykehusinnkjøp HF,2021-03-18,competition,https://ted.europa.eu/en/notice/-/detail/135053-2021,https://permalink.mercell.com/151667350.aspx;https://ted.europa.eu/en/notice/-/detail/135053-2021,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,106166-2021,,Norway-Vadsø: Pharmaceutical products,Sykehusinnkjøp HF,2021-03-02,competition,https://ted.europa.eu/en/notice/-/detail/106166-2021,https://ted.europa.eu/en/notice/-/detail/106166-2021,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,103700-2021,,Norway-Vadsø: Pharmaceutical products,Sykehusinnkjøp HF,2021-03-01,competition,https://ted.europa.eu/en/notice/-/detail/103700-2021,https://ted.europa.eu/en/notice/-/detail/103700-2021,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,37732-2021,,Norway-Vadsø: Pharmaceutical products,Sykehusinnkjøp HF,2021-01-25,voluntary_ex_ante,https://ted.europa.eu/en/notice/-/detail/37732-2021,https://ted.europa.eu/en/notice/-/detail/37732-2021,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,626586-2020,,Norway-Vadsø: Medical equipments,Sykehusinnkjøp HF,2020-12-23,corrigendum,https://ted.europa.eu/en/notice/-/detail/626586-2020,https://ted.europa.eu/en/notice/-/detail/626586-2020,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,615363-2020,,Norway-Vadsø: Pharmaceutical products,Sykehusinnkjøp HF,2020-12-18,pin-only,https://ted.europa.eu/en/notice/-/detail/615363-2020,https://ted.europa.eu/en/notice/-/detail/615363-2020,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,562906-2020,,Norway-Vadsø: Medical equipments,Sykehusinnkjøp HF,2020-11-23,competition,https://ted.europa.eu/en/notice/-/detail/562906-2020,https://ted.europa.eu/en/notice/-/detail/562906-2020,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,560358-2020,,Norway-Vadsø: Pharmaceutical products,Sykehusinnkjøp HF,2020-11-20,competition,https://ted.europa.eu/en/notice/-/detail/560358-2020,https://ted.europa.eu/en/notice/-/detail/560358-2020,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,560359-2020,,Norway-Vadsø: Pharmaceutical products,Sykehusinnkjøp HF,2020-11-20,competition,https://ted.europa.eu/en/notice/-/detail/560359-2020,https://ted.europa.eu/en/notice/-/detail/560359-2020,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,497512-2020,,Norway-Vadsø: Pharmaceutical products,Sykehusinnkjøp HF,2020-10-20,pin-only,https://ted.europa.eu/en/notice/-/detail/497512-2020,https://ted.europa.eu/en/notice/-/detail/497512-2020,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,486580-2020,,Norway-Trondheim: Medical computer equipment,Sykehusbygg HF,2020-10-14,voluntary_ex_ante,https://ted.europa.eu/en/notice/-/detail/486580-2020,https://ted.europa.eu/en/notice/-/detail/486580-2020,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,419181-2020,,Norway-Vadsø: Radiotherapy devices and supplies,Sykehusinnkjøp HF,2020-09-07,award,https://ted.europa.eu/en/notice/-/detail/419181-2020,https://ted.europa.eu/en/notice/-/detail/419181-2020,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,327951-2020,,Norway-Vadsø: Pharmaceutical products,Sykehusinnkjøp HF,2020-07-13,competition,https://ted.europa.eu/en/notice/-/detail/327951-2020,https://ted.europa.eu/en/notice/-/detail/327951-2020,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,325023-2020,,Norway-Vadsø: Pharmaceutical products,Sykehusinnkjøp HF,2020-07-10,competition,https://ted.europa.eu/en/notice/-/detail/325023-2020,https://ted.europa.eu/en/notice/-/detail/325023-2020,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,300333-2020,,Norway-Vadsø: Ultrasonic unit,Sykehusinnkjøp HF,2020-06-26,competition,https://ted.europa.eu/en/notice/-/detail/300333-2020,https://ted.europa.eu/en/notice/-/detail/300333-2020,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,183121-2020,,Norway-Vadsø: Health services,Sykehusinnkjøp HF,2020-04-20,corrigendum,https://ted.europa.eu/en/notice/-/detail/183121-2020,https://ted.europa.eu/en/notice/-/detail/183121-2020,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,140259-2020,,Norway-Vadsø: Health services,Sykehusinnkjøp HF,2020-03-23,corrigendum,https://ted.europa.eu/en/notice/-/detail/140259-2020,https://ted.europa.eu/en/notice/-/detail/140259-2020,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,114724-2020,,Norway-Vadsø: Health services,Sykehusinnkjøp HF,2020-03-09,competition,https://ted.europa.eu/en/notice/-/detail/114724-2020,https://ted.europa.eu/en/notice/-/detail/114724-2020,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
buyer+area:Sykehusinnkjøp+oncology,97962-2020,,Norway-Vadsø: Radiotherapy devices and supplies,Sykehusinnkjøp HF,2020-02-27,competition,https://ted.europa.eu/en/notice/-/detail/97962-2020,https://ted.europa.eu/en/notice/-/detail/97962-2020,Sykehusinnkjøp+oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
doc:Kravspesifikasjon,196990-2022,2021/1727,LIS 2207 Oncology,SYKEHUSINNKJØP HF,2022-04-13,competition,https://ted.europa.eu/en/notice/-/detail/196990-2022,https://permalink.mercell.com/176511702.aspx;https://ted.europa.eu/en/notice/-/detail/196990-2022,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
cached_xml_scan,196990-2022,2021/1727,LIS 2207 Oncology,,,competition,https://ted.europa.eu/en/notice/-/detail/196990-2022,https://permalink.mercell.com/176511702.aspx,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
cached_xml_scan,130232-2023,2022/1544,2307 Oncology,,,competition,https://ted.europa.eu/en/notice/-/detail/130232-2023,https://permalink.mercell.com/197314815.aspx,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
cached_xml_scan,462537-2021,2021/1470,Voluntary ex ante transparency notice - Additional contract (temporarily) Nexavar (Sorafenib),,,V,https://ted.europa.eu/en/notice/-/detail/462537-2021,https://permalink.mercell.com/162989237.aspx,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
cached_xml_scan,135052-2021,2021/205,LIS 2107g 1 Various Non-parenteral Chemotherapeutic Agents,,,competition,https://ted.europa.eu/en/notice/-/detail/135052-2021,https://permalink.mercell.com/151647056.aspx,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
cached_xml_scan,135053-2021,2020/1984,LIS 2107j-1 Kabazitaksel,,,competition,https://ted.europa.eu/en/notice/-/detail/135053-2021,https://permalink.mercell.com/151667350.aspx,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
cached_xml_scan,13565-2023,2022/235,"Prior information notice: 2407 g and j, diverse chemotherapeutic tablets and insertion/injection",,,prior_information,https://ted.europa.eu/en/notice/-/detail/13565-2023,https://permalink.mercell.com/189521024.aspx,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
cached_xml_scan,540218-2021,2021/1727,LIS 2207 Oncology. Prior information notice,,,prior_information,https://ted.europa.eu/en/notice/-/detail/540218-2021,https://permalink.mercell.com/165576108.aspx,Oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
cached_xml_scan,685382-2022,2022/230,Voluntary ex ante transparency notice: 2207j-1 Tilleggsavtale div. ureg L01DA01 Lyovac-Cosmegen fm,,,V,https://ted.europa.eu/en/notice/-/detail/685382-2022,https://permalink.mercell.com/191804672.aspx,oncology,notice_query_match,needs_review,Broad oncology/urology candidate; Axitinib not in notice title
